Framework,Framework ID,Supplier Name,Supplier Company House No,Member trusts NHS Org Code (ODS),Member trust name,Framework Organisation,MI Reporting Month,Invoice Date,ABI,MI Value (Ex VAT)
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RWR,Hertfordshire Partnership University NHS Foundation Trust,2015/S 227-413650-AD-RWR,2022_07,08/08/2022,0,1319.64
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RWR,Hertfordshire Partnership University NHS Foundation Trust,2015/S 227-413650-AD-RWR,2022_07,05/08/2022,0,7624.32
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RWR,Hertfordshire Partnership University NHS Foundation Trust,2015/S 227-413650-AD-RWR,2022_07,19/07/2022,0,10551.76
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RWR,Hertfordshire Partnership University NHS Foundation Trust,2015/S 227-413650-AD-RWR,2022_08,07/09/2022,0,7531.3
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RWR,Hertfordshire Partnership University NHS Foundation Trust,2015/S 227-413650-AD-RWR,2022_09,10/10/2022,0,2112.94
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Bedfordshire Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,01/09/2022,0,14677.68
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Bedfordshire Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,18/08/2022,0,86647.62
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,19/08/2022,0,410.12
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,16/08/2022,0,785.44
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,17/08/2022,0,1931.6
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,24/08/2022,0,3600
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,20/08/2022,0,1117.06
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,26/08/2022,0,2986.56
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_04,05/04/2022,0,607.08
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_04,03/05/2022,0,1947.73
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_06,04/07/2022,0,4238.02
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_06,24/06/2022,0,6440.58
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_07,08/08/2022,0,4433.54
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_07,05/08/2022,0,5265.62
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_08,12/08/2022,0,1521.14
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_08,25/08/2022,0,2168.62
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_09,10/10/2022,0,10332.26
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_09,07/10/2022,0,12624.8
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,East Lancashire Hospitals NHS Trust,2015/S 227-413650-AD-RXR,2022_10,02/11/2022,0,852.04
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Hertfordshire Partnership University NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,14/08/2022,0,2290.74
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Hertfordshire Partnership University NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,08/09/2022,0,4529.58
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Hertfordshire Partnership University NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,22/08/2022,0,8689.44
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Kent and Medway NHS and Social Care Partnership Trust,2015/S 227-413650-AD-RXR,2022_08,06/09/2022,0,833.36
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,07/09/2022,0,2856.12
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,21/08/2022,0,4018.22
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Medway NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,15/08/2022,0,880.1
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Medway NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,30/08/2022,0,3613.08
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,05/09/2022,0,404.44
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,03/09/2022,0,10797.24
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,02/09/2022,0,22643.42
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,South East Coast Ambulance Service NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,23/08/2022,0,190.38
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,South East Coast Ambulance Service NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,31/08/2022,0,4576.5
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Surrey and Borders Partnership NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,13/08/2022,0,10977.32
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,28/08/2022,0,105.14
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,27/08/2022,0,881.68
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,University Hospitals Dorset NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,04/09/2022,0,5048.56
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXR,University Hospitals Dorset NHS Foundation Trust,2015/S 227-413650-AD-RXR,2022_08,29/08/2022,0,7175.46
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXX,Surrey and Borders Partnership NHS Foundation Trust,2015/S 227-413650-AD-RXX,2022_04,12/05/2022,0,758.37
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXX,Surrey and Borders Partnership NHS Foundation Trust,2015/S 227-413650-AD-RXX,2022_04,06/05/2022,0,12284.65
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXX,Surrey and Borders Partnership NHS Foundation Trust,2015/S 227-413650-AD-RXX,2022_06,06/07/2022,0,18246.9
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXX,Surrey and Borders Partnership NHS Foundation Trust,2015/S 227-413650-AD-RXX,2022_07,22/07/2022,0,1022.72
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXX,Surrey and Borders Partnership NHS Foundation Trust,2015/S 227-413650-AD-RXX,2022_07,08/08/2022,0,3504.46
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXX,Surrey and Borders Partnership NHS Foundation Trust,2015/S 227-413650-AD-RXX,2022_08,07/09/2022,0,13045.72
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXX,Surrey and Borders Partnership NHS Foundation Trust,2015/S 227-413650-AD-RXX,2022_09,07/10/2022,0,27634.16
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXX,Surrey and Borders Partnership NHS Foundation Trust,2015/S 227-413650-AD-RXX,2022_10,01/11/2022,0,4761.07
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXX,Surrey and Borders Partnership NHS Foundation Trust,2015/S 227-413650-AD-RXX,2022_11,08/11/2022,0,1063.76
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXY,Kent and Medway NHS and Social Care Partnership Trust,2015/S 227-413650-AD-RXY,2022_07,22/07/2022,0,532.22
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXY,Kent and Medway NHS and Social Care Partnership Trust,2015/S 227-413650-AD-RXY,2022_07,05/08/2022,0,4345.54
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXY,Kent and Medway NHS and Social Care Partnership Trust,2015/S 227-413650-AD-RXY,2022_07,08/08/2022,0,7082.78
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RXY,Kent and Medway NHS and Social Care Partnership Trust,2015/S 227-413650-AD-RXY,2022_09,10/10/2022,0,5460.56
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYD,South East Coast Ambulance Service NHS Foundation Trust,2015/S 227-413650-AD-RYD,2022_04,12/05/2022,0,3159.94
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYD,South East Coast Ambulance Service NHS Foundation Trust,2015/S 227-413650-AD-RYD,2022_07,05/08/2022,0,742.98
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYD,South East Coast Ambulance Service NHS Foundation Trust,2015/S 227-413650-AD-RYD,2022_07,22/07/2022,0,26900.34
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYD,South East Coast Ambulance Service NHS Foundation Trust,2015/S 227-413650-AD-RYD,2022_09,12/10/2022,0,5562.36
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYD,South East Coast Ambulance Service NHS Foundation Trust,2015/S 227-413650-AD-RYD,2022_11,07/11/2022,0,5382.19
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYW,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RYW,2022_04,12/05/2022,0,312.63
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYW,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RYW,2022_04,06/05/2022,0,2707.06
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYW,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RYW,2022_06,30/06/2022,0,5516.5
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYW,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RYW,2022_07,22/07/2022,0,472.88
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYW,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RYW,2022_07,05/08/2022,0,2396.62
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYW,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RYW,2022_09,16/09/2022,0,3433.9
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYW,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RYW,2022_10,01/11/2022,0,462.92
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYW,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RYW,2022_11,08/11/2022,0,206.94
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYW,Birmingham Community Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RYW,2022_11,06/12/2022,0,819.05
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYY,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RYY,2022_04,12/05/2022,0,425.53
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYY,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RYY,2022_04,06/05/2022,0,442.32
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYY,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RYY,2022_04,20/04/2022,0,817.37
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYY,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RYY,2022_06,06/07/2022,0,2835.78
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYY,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RYY,2022_07,22/07/2022,0,696.56
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYY,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RYY,2022_08,07/09/2022,0,977.34
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYY,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RYY,2022_09,07/10/2022,0,17178.1
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYY,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RYY,2022_11,08/11/2022,0,104.92
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RYY,Kent Community Health NHS Foundation Trust,2015/S 227-413650-AD-RYY,2022_11,07/12/2022,0,2425.97
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_05,17/05/2022,0,1080
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_05,18/05/2022,0,7467.94
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_05,09/05/2022,0,25103.78
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_06,07/06/2022,0,14385.1
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_07,11/07/2022,0,3780
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_08,25/08/2022,0,10846.48
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_08,22/08/2022,0,18680.2
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_09,30/09/2022,0,720
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_09,26/09/2022,0,2943.74
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_09,01/09/2022,0,3420
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_09,27/09/2022,0,9450
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,R1H,BARTS HEALTH NHS TRUST,2015/S 227-413650-AD-R1H,2022_09,22/09/2022,0,15532.74
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2015/S 227-413650-AD-RDE,2022_04,22/04/2022,0,-36
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2015/S 227-413650-AD-RDE,2022_04,17/04/2022,0,1172.38
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2015/S 227-413650-AD-RDE,2022_05,12/05/2022,0,13335.5
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2015/S 227-413650-AD-RDE,2022_05,09/05/2022,0,25091.84
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2015/S 227-413650-AD-RDE,2022_07,11/07/2022,0,17060.88
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2015/S 227-413650-AD-RDE,2022_07,31/07/2022,0,29369.32
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2015/S 227-413650-AD-RDE,2022_09,13/09/2022,0,3110.24
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2015/S 227-413650-AD-RDE,2022_09,29/09/2022,0,39451.24
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,2015/S 227-413650-AD-RGR,2022_08,22/08/2022,0,126224.96
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RJ6,CROYDON HEALTH SERVICES NHS TRUST,2015/S 227-413650-AD-RJ6,2022_08,22/08/2022,0,51282
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RJ6,CROYDON HEALTH SERVICES NHS TRUST,2015/S 227-413650-AD-RJ6,2022_09,13/09/2022,0,15650.88
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RNA,THE DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,2015/S 227-413650-AD-RNA,2022_04,17/04/2022,0,18900.12
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RNA,THE DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,2015/S 227-413650-AD-RNA,2022_05,27/05/2022,0,8540.76
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RNA,THE DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,2015/S 227-413650-AD-RNA,2022_07,14/07/2022,0,16.64
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RNA,THE DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,2015/S 227-413650-AD-RNA,2022_08,11/08/2022,0,5110.7
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2015/S 227-413650-AD-RNQ,2022_04,17/04/2022,0,533.6
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2015/S 227-413650-AD-RNQ,2022_09,01/09/2022,0,1449.22
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2015/S 227-413650-AD-RNQ,2022_09,26/09/2022,0,1626.64
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2015/S 227-413650-AD-RNQ,2022_09,27/09/2022,0,6000
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2015/S 227-413650-AD-RQX,2022_07,14/07/2022,0,6811.96
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2015/S 227-413650-AD-RQX,2022_08,11/08/2022,0,6648.24
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2015/S 227-413650-AD-RQX,2022_08,08/08/2022,0,29515.18
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2015/S 227-413650-AD-RQX,2022_09,27/09/2022,0,39078
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2015/S 227-413650-AD-RRJ,2022_06,07/06/2022,0,22585.2
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2015/S 227-413650-AD-RRJ,2022_08,22/08/2022,0,38566.76
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RRP,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,2015/S 227-413650-AD-RRP,2022_05,30/05/2022,0,2993.94
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RRP,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,2015/S 227-413650-AD-RRP,2022_07,11/07/2022,0,3701.8
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,CRS VAT Consulting Ltd - Archive Data,#N/A,RRP,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,2015/S 227-413650-AD-RRP,2022_09,22/09/2022,0,2197.98
