Framework,Framework ID,Supplier Name,Supplier Company House No,Member trusts NHS Org Code (ODS),Member trust name,Framework Organisation,MI Reporting Month,Invoice Date,ABI,MI Value (Ex VAT)
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_07,06/08/2021,0,172.15
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_07,28/07/2021,0,657.73
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_07,29/07/2021,0,4739.73
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_07,03/08/2021,0,10631.09
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_08,18/08/2021,0,5292.91
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_10,03/11/2021,0,263.85
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_10,11/11/2021,0,300.83
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_10,14/10/2021,0,4494.31
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_10,05/11/2021,0,11330.23
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_10,12/11/2021,0,17397.98
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_10,15/10/2021,0,46753.3
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_12,05/01/2022,0,7731.17
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2021_12,14/12/2021,0,8497.51
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2022_01,04/02/2022,0,243.21
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2022_01,09/02/2022,0,2365.97
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2022_01,02/02/2022,0,9413.88
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAL,Royal Free London NHS Foundation Trust,2015/S 227-413650-AD-RAL,2022_03,23/03/2022,0,5348.78
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAS,The Hillingdon Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RAS,2021_04,13/05/2021,0,5018.46
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAS,The Hillingdon Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RAS,2021_06,07/07/2021,0,1305.97
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAS,The Hillingdon Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RAS,2021_07,03/08/2021,0,80.32
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAS,The Hillingdon Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RAS,2021_07,05/08/2021,0,7281.59
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAS,The Hillingdon Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RAS,2021_07,20/07/2021,0,8011.77
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAS,The Hillingdon Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RAS,2021_07,21/06/2021,0,9722.09
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAS,The Hillingdon Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RAS,2021_08,15/08/2021,0,73.78
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAS,The Hillingdon Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RAS,2021_10,16/09/2021,0,1536.98
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RAS,The Hillingdon Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RAS,2021_10,19/10/2021,0,10380.16
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RBZ,Northern Devon Healthcare NHS Trust,2015/S 227-413650-AD-RBZ,2021_04,12/05/2021,0,444.93
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RBZ,Northern Devon Healthcare NHS Trust,2015/S 227-413650-AD-RBZ,2021_04,13/05/2021,0,2224.79
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RBZ,Northern Devon Healthcare NHS Trust,2015/S 227-413650-AD-RBZ,2021_06,30/06/2021,0,1239.09
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RBZ,Northern Devon Healthcare NHS Trust,2015/S 227-413650-AD-RBZ,2021_06,07/07/2021,0,2054.41
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RBZ,Northern Devon Healthcare NHS Trust,2015/S 227-413650-AD-RBZ,2021_07,02/08/2021,0,411.86
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RBZ,Northern Devon Healthcare NHS Trust,2015/S 227-413650-AD-RBZ,2021_07,10/08/2021,0,3586.79
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RBZ,Northern Devon Healthcare NHS Trust,2015/S 227-413650-AD-RBZ,2021_10,20/10/2021,0,2863.82
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RC9,Luton and Dunstable University Hospital NHS Foundation Trust,2015/S 227-413650-AD-RC9,2021_04,12/05/2021,0,2602.31
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RC9,Luton and Dunstable University Hospital NHS Foundation Trust,2015/S 227-413650-AD-RC9,2021_06,07/07/2021,0,1741.67
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RC9,Luton and Dunstable University Hospital NHS Foundation Trust,2015/S 227-413650-AD-RC9,2021_07,03/08/2021,0,3547.06
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RC9,Luton and Dunstable University Hospital NHS Foundation Trust,2015/S 227-413650-AD-RC9,2021_07,04/08/2021,0,5873.32
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RC9,Luton and Dunstable University Hospital NHS Foundation Trust,2015/S 227-413650-AD-RC9,2021_07,05/08/2021,0,8180.21
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RC9,Luton and Dunstable University Hospital NHS Foundation Trust,2015/S 227-413650-AD-RC9,2021_07,30/07/2021,0,18276.49
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RC9,Luton and Dunstable University Hospital NHS Foundation Trust,2015/S 227-413650-AD-RC9,2021_11,19/11/2021,0,5936.21
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RD3,Poole Hospital NHS Foundation Trust,2015/S 227-413650-AD-RD3,2021_04,05/05/2021,0,4148.53
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RD3,Poole Hospital NHS Foundation Trust,2015/S 227-413650-AD-RD3,2021_07,16/07/2021,0,7271.94
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RD3,Poole Hospital NHS Foundation Trust,2015/S 227-413650-AD-RD3,2021_07,05/08/2021,0,14524.61
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RD3,Poole Hospital NHS Foundation Trust,2015/S 227-413650-AD-RD3,2021_10,22/10/2021,0,2710.07
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_04,13/05/2021,0,68.53
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_06,24/06/2021,0,577.44
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_06,07/07/2021,0,1015.61
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_07,05/08/2021,0,428.57
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_07,16/07/2021,0,661.41
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_08,21/08/2021,0,180.93
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_09,08/10/2021,0,533.13
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_10,09/11/2021,0,287.99
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_10,15/10/2021,0,6127.21
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_12,14/12/2021,0,739.02
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2021_12,15/12/2021,0,7092.68
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2022_02,28/02/2022,0,419.71
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDR,Sussex Community NHS Foundation Trust,2015/S 227-413650-AD-RDR,2022_03,09/03/2022,0,1319.13
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RDZ,2021_04,23/04/2021,0,1369.5
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RDZ,2021_04,13/05/2021,0,2278.73
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RDZ,2021_05,01/06/2021,0,1868.4
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RDZ,2021_06,07/07/2021,0,3244.07
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RDZ,2021_06,09/07/2021,0,3307.5
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RDZ,2021_07,04/08/2021,0,751.92
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RDZ,2021_07,28/07/2021,0,1531.88
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RDZ,2021_07,06/08/2021,0,2923.55
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RDZ,2021_07,30/07/2021,0,9777.99
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,2015/S 227-413650-AD-RDZ,2021_10,22/10/2021,0,1777.2
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_04,12/05/2021,0,2757.11
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_04,04/05/2021,0,5513.35
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_06,07/07/2021,0,3850.88
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_07,28/07/2021,0,2405.61
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_07,02/08/2021,0,5142
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_07,20/07/2021,0,5637.33
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_08,11/08/2021,0,364.15
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_08,20/08/2021,0,2770.19
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_10,11/11/2021,0,1975.06
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_10,04/11/2021,0,2893.58
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2021_10,20/10/2021,0,5854.55
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2022_01,01/02/2022,0,6473.88
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RPA,Medway NHS Foundation Trust,2015/S 227-413650-AD-RPA,2022_03,15/03/2022,0,509.82
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2021_04,28/04/2021,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2021_05,08/06/2021,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2021_06,23/06/2021,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2021_07,02/08/2021,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2021_10,06/09/2021,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2021_10,24/09/2021,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2021_10,03/11/2021,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2021_10,15/10/2021,0,1400
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2021_12,07/12/2021,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2022_01,12/01/2022,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2022_01,21/01/2022,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2022_02,24/02/2022,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2015/S 227-413650-AD-RQM,2022_03,23/03/2022,0,1200
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RRU,London Ambulance Service NHS Trust,2015/S 227-413650-AD-RRU,2021_04,12/05/2021,0,2977.11
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RRU,London Ambulance Service NHS Trust,2015/S 227-413650-AD-RRU,2021_04,30/04/2021,0,44334.09
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RRU,London Ambulance Service NHS Trust,2015/S 227-413650-AD-RRU,2021_06,07/07/2021,0,10687.29
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RRU,London Ambulance Service NHS Trust,2015/S 227-413650-AD-RRU,2021_08,10/08/2021,0,19832.42
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RRU,London Ambulance Service NHS Trust,2015/S 227-413650-AD-RRU,2021_09,16/09/2021,0,23016.44
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RRU,London Ambulance Service NHS Trust,2015/S 227-413650-AD-RRU,2021_10,20/10/2021,0,2096.98
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RTV,North West Boroughs Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RTV,2021_04,07/05/2021,0,4705.2
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RTV,North West Boroughs Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RTV,2021_07,16/07/2021,0,3361.05
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RTV,North West Boroughs Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RTV,2021_07,06/08/2021,0,3521.63
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RTV,North West Boroughs Healthcare NHS Foundation Trust,2015/S 227-413650-AD-RTV,2021_10,21/10/2021,0,1743.78
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RTV,North West Boroughs NHS Foundation Trust,2015/S 227-413650-AD-RTV,2021_04,13/05/2021,0,659.36
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RV3,Central and North West London NHS Foundation Trust,2015/S 227-413650-AD-RV3,2021_04,10/05/2021,0,7011.42
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RV3,Central and North West London NHS Foundation Trust,2015/S 227-413650-AD-RV3,2021_04,14/05/2021,0,9089.8
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RV3,Central and North West London NHS Foundation Trust,2015/S 227-413650-AD-RV3,2021_06,06/07/2021,0,1891.41
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RV3,Central and North West London NHS Foundation Trust,2015/S 227-413650-AD-RV3,2021_07,04/08/2021,0,218.34
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RV3,Central and North West London NHS Foundation Trust,2015/S 227-413650-AD-RV3,2021_07,28/07/2021,0,461.03
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RV3,Central and North West London NHS Foundation Trust,2015/S 227-413650-AD-RV3,2021_07,03/08/2021,0,1134.96
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RV3,Central and North West London NHS Foundation Trust,2015/S 227-413650-AD-RV3,2021_07,19/07/2021,0,1645.6
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RV3,Central and North West London NHS Foundation Trust,2015/S 227-413650-AD-RV3,2021_10,13/10/2021,0,21759.77
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2021_04,13/05/2021,0,568.93
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2021_04,23/04/2021,0,1854.33
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2021_06,28/06/2021,0,1295.26
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2021_07,04/08/2021,0,209.74
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2021_07,28/07/2021,0,318.24
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2021_07,23/07/2021,0,1425.73
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2021_07,29/07/2021,0,2081.03
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2021_08,17/08/2021,0,816.26
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2021_10,05/11/2021,0,2000.92
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2021_10,20/10/2021,0,18660.95
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2022_01,08/02/2022,0,3891.68
Analysis and Reconciliation - Archive Data,2015/S 227-413650-AD,Berthold Bauer - A&R - AD,#N/A,RVV,East Kent Hospitals University NHS Foundation Trust,2015/S 227-413650-AD-RVV,2022_03,10/03/2022,0,228.45
